id	author	title	translator	year	publisher	pub_place
512	Pesquès, Nicolas	Physis	Swensen, Cole	2007	Parlor Press	West Lafayette, IND
513	Eluard, Paul	Love, poetry	Kendall, Stuart	2007	Black Widow Press	Boston, MASS
514	Verne, Jules	Journey to the center of the earth	NA	2007	Sterling Publishing	New York
515	Audeguy, Stéphane	The theory of clouds	Bent, Timothy	2007	Harcourt	Orlando, FLA
516	Wittig, Monique	Les guérillères	Le Vay, David	2007	University of Illinois Press	Urbana, ILL
517	La Fontaine, Jean de	The complete fables of Jean de La Fontaine	Shapiro, Norman R.	2007	University of Illinois Press	Urbana, ILL
518	Queneau, Raymond	Letters, numbers, forms : essays, 1928-70	Stump, Jordan	2007	University of Illinois Press	Urbana, ILL
519	Lambilly-Bresson, Élisabeth de	Animales del desierto	NA	2008	Gareth Stevens	Pleasantville, N.Y.
520	Lambilly-Bresson, Elisabeth de	Animales del bosque	NA	2008	Gareth Stevens	Milwaukee, WIS
521	Lambilly-Bresson, Élisabeth de	Animales de la selva	NA	2008	Gareth Stevens	Pleasantville, N.Y.
522	Lambilly-Bresson, Elisabeth de	Animales de las montañas	NA	2008	Gareth Stevens	Milwaukee, WIS
523	Lacombe, Benjamin	Cherry and Olive	NA	2007	Walker	New York
524	Peeters, Frederik	Blue pills : a positive love story	Singh, Anjali	2008	Houghton Mifflin	Boston, MASS
525	Chattam, Maxime	The Cairo diary	NA	2007	St. Martin's Minotaur	New York
526	Djaout, Tahar	The last summer of reason	De Jager, Marjolijn	2007	University of Nebraska Press	Lincoln, NEBR
527	Bouillier, Grégoire	The mystery guest	Stein, Lorin	2007	Houghton Mifflin	Boston, MASS
528	L'Aubespine, Madeleine de	Selected poems and translations	Kłosowska, Anna	2007	University of Chicago Press	Chicago, ILL
529	Roux, Marius	The substance + the shadow	Collins, Dick;;Cox, Fiona	2007	Pennsylvania State University Press	University Park, PA
530	Fénéon, Félix	Novels in three lines	Sante, Luc	2007	New York Review Books	New York
531	Magnan, Pierre	Death in the truffle wood	Clancy, Patricia	2007	Thomas Dunne Books;;St. Martin's Minotaur	New York;;New York
532	Dubois, Jean-Paul	Vie française	Coverdale, Linda	2007	Alfred A. Knopf	New York
533	Guillevic, Eugène	The sea & other poems	Terry, Patricia Ann	2007	Black Widow Press	Boston, MASS
534	Lamy, Michel	The secret message of Jules Verne : decoding his Masonic, Rosicrucian, and occult writings	Graham, Jon	2007	Destiny Books	Rochester, VT
535	Lenain, Thierry	Little zizi	Zolinsky, Daniel	2008	Cinco Puntos Press	El Paso, TEX
536	Réda, Jacques	Return to calm	Prevots, Aaron	2007	Host Publications	Austin, TEX
537	Poulin, Jacques	Spring tides	Fischman, Sheila	2007	Archipelago Books	Brooklyn, N.Y.
538	Zola, Émile	The belly of Paris	Nelson, Brian	2007	Oxford University Press	New York
539	Flaubert, Gustave	Rites of compassion : A simple heart	NA	2007	Feminist Press at the City University of New York	New York
540	Werewere Liking	The amputated memory : a song-novel	De Jager, Marjolijn	2007	Feminist Press at the City University of New York	New York
541	Grimbert, Philippe	Memory	McLean, Polly	2008	Simon and Schuster	New York
542	Stoichiţă, Victor Ieronim	The Pygmalion effect : from Ovid to Hitchcock	Anderson, Alison	2008	University of Chicago Press	Chicago, ILL
543	Vercel, Roger	Captain Conan	NA	2008	University of South Carolina Press	Columbia, S.C.
544	Trouillot, Lyonel	Children of heroes	Coverdale, Linda	2008	University of Nebraska Press	Lincoln, NEBR
545	Slaymaker, Douglas	Yōko Tawada : voices from everywhere	NA	2007	Lexington Books	Lanham, MD
546	Morgenstern, Susie	I will make miracles	NA	2008	Bloomsbury Children's Books	New York
547	Ricardou, Jean	Place names : a brief guide to travels in the book	Stump, Jordan	2007	Dalkey Archive Press	Champaign, ILL
548	Salvayre, Lydie	The power of flies	Kuntz, Jane	2007	Dalkey Archive Press	Champaign, ILL
549	Simenon, Georges	My friend Maigret : an Inspector Maigret mystery	Ryan, Nigel	2007	Penguin	New York
550	Simenon, Georges	Maigret and the man on the boulevard : an Inspector Maigret mystery	Ellenbogen, Eileen	2007	Penguin	New York
551	Simenon, Georges	Inspector Cadaver	Thomson, Helen	2007	Penguin	New York
552	Gombrowicz, Witold;;Roux, Dominique de	A kind of testament	Hamilton, Alastair	2007	Dalkey Archive Press	Champaign, ILL
553	Cadiot, Olivier;;Minyana, Philippe;;Novarina, Valère;;Pliya, José;;Sigal, Michèle;;Vinaver, Michel;;Marie, Emmanuelle;;Wehle, Philippa	Act French (contemporary plays from France) : We were sitting on the shores of the world ;  A.W.O.L. ; 11 September 2001 ; Adramelech's monologue ; Pumpkin on the air ; Inventories ; Cut	Bennett, Guy;;Swensen, Cole;;Wehle, Philippa;;Lampert Gréaux, Ellen;;Taormina, Michael	2007	PAJ Publications	New York
554	Bayard, Pierre	How to talk about books you haven't read	Mehlman, Jeffrey	2007	Bloomsbury	New York
555	Poortere, Machteld de	The philosophical and literary ideas of Mme de Staël and of Mme de Genlis	Lavash, John	2007	P. Lang	New York
556	Fabre d'Olivet, Antoine	The Hebraic tongue restored and the true meaning of the Hebrew words re-established and proved by their radical analysis	Redfield, Nayán Louise	2007	Hermetica Press	San Rafael, CALIF
557	Gaudé, Laurent	Death of an ancient king	Hunter, Adriana	2007	MacAdam/Cage Publishing	San Francisco, CALIF
558	Vidal, Clara	Like a thorn	Maudet, Y.	2008	Delacorte Press	New York
559	Gray, Marie	More stories to make you blush : seven new naughty tales	NA	2007	Sourcebooks Casablanca	Naperville, ILL
560	Némirovsky, Irène	Fire in the blood	Smith, Sandra	2007	Alfred A. Knopf	New York
561	Némirovsky, Irène	Fire in the blood	Smith, Sandra	2007	Wheeler Publishing	Waterville, ME
562	Serge, Victor	Unforgiving years	Greeman, Richard	2008	New York Review Books	New York
563	Maupassant, Guy de	Afloat	Parmée, Douglas	2008	New York Review Books	New York
564	Ben Kemoun, Hubert	Chasing the shadow	Chamberland, Genevieve	2008	Stone Arch Books	Minneapolis, MINN
565	Ben Kemoun, Hubert	The serpent on my skin	Chamberland, Genevieve	2008	Stone Arch Books	Minneapolis, MINN
566	Ben Kemoun, Hubert	Master of the weather	Chamberland, Genevieve	2008	Stone Arch Books	Minneapolis, MINN
567	Ben Kemoun, Hubert	The tree with eyes	Chamberland, Genevieve	2008	Stone Arch Books	Minneapolis, MINN
568	Zeller, Florian	Julien Parme	Rodarmor, William	2007	Other Press	New York
569	NA	French women poets of nine centuries : the distaff and the pen	Shapiro, Norman R.	2008	Johns Hopkins University Press	Baltimore, MD
570	Rodenbach, Georges	Bruges-la-Morte	Mosley, Philip	2007	University of Scranton Press	Scranton, PA
571	La Fontaine, Jean de	Journey from Paris to the Limousin : letters to Madame de La Fontaine (1663)	Berger, Robert W.	2008	Fairleigh Dickinson University Press	Madison, N.J.
572	Fabre, Dominique	The waitress was new	Stump, Jordan	2008	Archipelago Books	Brooklyn, N.Y.
573	Stendhal	The red and the black : authoritative text, context and backgrounds, criticism	Adams, Robert Martin	2008	W.W. Norton	New York
574	Verne, Jules	The golden volcano	Baxter, Edward	2008	University of Nebraska Press	Lincoln, NEBR
575	Cixous, Hélène	Insister : of Jacques Derrida	Kamuf, Peggy	2007	Stanford University Press	Stanford, CALIF
576	Martory, Pierre	The landscapist : selected poems	Ashbery, John	2008	Sheep Meadow Press	Riverdale-on-Hudson, N.Y.
577	Jaffé, Laura	The book of when	NA	2008	Abrams Books for Young Readers	New York
578	Marcel, Gabriel	A path to peace - fresh hope for the world dramatic explorations : The Heart of others ; Dot the I ; The double expertise ; The lantern ; Colombyre, or, The torch of peace	Hanley, Katharine Rose	2007	Marquette University Press	Milwaukee, WIS
579	Halter, Marek	Mary of Nazareth	Curtis, Howard	2008	Crown Publishers	New York
580	Maalouf, Amin	Origins	Temerson, Catherine	2008	Farrar Straus Giroux	New York
581	Zenatti, Valérie	A bottle in the Gaza Sea	Hunter, Adriana	2008	Bloomsbury	New York
582	Cixous, Hélène	Manhattan : letters from prehistory	Brahic, Beverley Bie	2007	Fordham University Press	New York
583	Paulhan, Jean;;Bajorek, Jennifer;;Trudel, Eric	On poetry and politics	Mandell, Charlotte;;Bajorek, Jennifer;;Trudel, Eric	2008	University of Illinois Press	Urbana, ILL
584	Sanvoisin, Éric	The ink drinker	NA	2008	Random House	New York
585	Bugul, Ken	The abandoned baobab : the autobiography of a Senegalese woman	De Jager, Marjolijn	2008	University of Virginia Press	Charlottesville, VA
586	Hoestlandt, Jo	Gran, you've got mail!	Maudet, Y.	2008	Delacorte Press	New York
587	Simenon, Georges	The widow	Petrie, John	2008	New York Review Books	New York
588	Alloula, Abdelkader;;Baccar, Jalila;;Gallaire, Fatima;;Saddiki, Tayeb;;Carlson, Marvin A.	Four plays from North Africa : The veil ; Araberlin ; House of wives ; The folies berbers	NA	2008	Martin E. Segal Theatre Center Publications	New York
589	Bourguignon, Laurence	Heart in the pocket	NA	2008	Eerdmans Books for Young Readers	Grand Rapids, MICH
590	Audeguy, Stéphane	The only son	Cullen, John	2008	Harcourt	Orlando, FLA
591	Shan, Sa	Alexander and Alestria	Hunter, Adriana	2008	Harper	New York
592	Michon, Pierre	Small lives	Deshays, Elizabeth;;Gladding, Jody	2008	Archipelago Books	Brooklyn, N.Y.
593	Pennac, Daniel	The rights of the reader	Adams, Sarah	2008	Candlewick Press	Cambridge, MASS
594	Satrapi, Marjane	The complete Persepolis	NA	2007	Pantheon Books	New York
595	Flaubert, Gustave	Madame Bovary	NA	2007	Pocket Books	New York
596	Choderlos de Laclos, Pierre Ambroise François	Les liaisons dangereuses, or, Letters collected in a private society and published for the instruction of others	Dowson, Ernest Christopher	2006	Dover Publications	Mineola, N.Y.
597	Akunin, Boris;;Appel, René;;Denevi, Marco;;Falk, Bertil;;Fonseca, Rubem;;Gospodinov, Georgi;;Halter, Paul;;Iarrera, Carmen;;Kassak, Fred;;Manotti, Dominique;;Noll, Ingrid;;Scheen, Kjersti;;Isaka, Kōtaro;;Aisemberg, Isaac;;Bach, Mischa;;Betancourt, Luis Adrien;;Capel, Theo;;Kramlovsky, Beatrix;;Macker, Richard;;Motz, Jutta;;Norizuki Rintarō;;Schuster, Frauke;;Yuri, Mitsuhara;;Hutchings, Janet	Passport to crime : the finest mystery stories from international crime writers	NA	2007	Carroll & Graf	New York
598	Molière	Tartuffe and other plays : The ridiculous précieuses ; The school for husbands ; The school for wives ; The critique of The school for wives ; The Versailles impromptu ; Tartuffe, or, The impostor ; Don Juan, or, The stone guest	Frame, Donald Murdoch	2007	Signet Classics	New York
599	Stewart, Frank;;Mateata-Allain, Kareva;;Mawyer, Alexander Dale	Varua Tupu : new writing from French Polynesia	NA	2006	University of Hawaii Press	Honolulu, HAWAII
600	Crécy, Nicolas de	Glacial period	Johnson, Joe	2006	ComicsLit	New York
601	Houellebecq, Michel	The possibility of an island	Bowd, Gavin	2007	Vintage Books;;Vintage International	New York;;New York
602	Adnan, Etel	The Arab apocalypse	NA	2006	Post-Apollo Press	Sausalito, CALIF
603	Claudel, Philippe	By a slow river	Rogers, Hoyt	2007	Anchor Books	New York
604	Dumas, Alexandre;;Sollors, Werner	Georges	Kover, Tina A.	2007	Modern Library	New York
605	Boulle, Pierre	The bridge over the River Kwai : a novel	Fielding, Xan	2007	Ballantine Books	New York
606	Verne, Jules	Around the world in eighty days	NA	2007	Pocket Books	New York
607	Jakubowski, Maxim;;Spengler, Franck	Ooh la la! : contemporary French erotica by women	Buck, Paul;;et al.	2006	Thunder's Mouth Press	New York
608	Larcenet, Manu;;Sfar, Joann;;Trondheim, Lewis	Dungeon : Parade	NA	2006	NBM Publishing	New York
609	Devenne, François	Three dreams on Mount Meru	Yoder, Lauren Wayne	2007	Toby Press	New Milford, CONN
610	Schuré, Édouard	The priestess of Isis	Rothwell, Fred	2004	Nicolas-Hays;;Ibis Press	Berwick, ME;;Berwick, ME
611	Anglade, Georges	Haitian laughter : a mosaic of ninety miniatures in French and English	McConnell, Anne Pease	2006	Educa Vision	Coconut Creek, FLA
612	Carrière, Jean-Claude	The controversy of Valladolid	Nelson, Richard	2005	Dramatists Play Service	New York
613	Guibert, Emmanuel;;Pezzali, Walter;;Sfar, Joann	Sardine in outer space 2	Watson, Sasha	2006	First Second	New York
614	Guibert, Emmanuel;;Pezzali, Walter;;Sfar, Joann	Sardine in outer space 3	Siegel, Alexis;;Prizzi, Elisabeth	2007	First Second	New York
615	Rimbaud, Arthur	The drunken boat & other poems from the French of Arthur Rimbaud	Greinke, L. Eric	2007	Presa Press	Rockford, MICH
616	Louÿs, Pierre	Aphrodite ; The songs of Bilitis : two erotic tales from the Fin de siècle	Harrison, Mary Hanson	2007	Chicago Spectrum Press	Louisville, KY
617	France, Anatole	The crime of Sylvestre Bonnard	NA	2007	Mondial	New York
618	Rolland, Romain	Pierre and Luce	De Kay, Charles	2007	Mondial	New York
619	Gide, André	Strait is the gate	Bussy, Dorothy	2007	Mondial	New York
620	Zola, Émile	Money	Vizetelly, Ernest Alfred	2007	Mondial	New York
621	Khoury-Ghata, Vénus	Nettles : poems	Hacker, Marilyn	2008	Graywolf Press	St. Paul, MINN
622	Ališanka, Eugenijus;;Ančevski, Zoran;;Atxaga, Bernardo;;Batur, Enis;;Branco, Rosa Alice;;Cliff, William;;Dimkovska, Lidija;;Djordjević, Milan;;Forsström, Tua;;Gerlach, Eva;;Hahn, Ulla;;Haugová, Mila;;Jovanović Danilov, Dragan;;Kielar, Marzanna Bogumiła;;Knežević, Marija;;Koehler, Krzysztof;;Koltz, Anise;;Künnap, Asko;;Lyšega, Oleg;;Maleš, Branko;;Ní Dhomhnaill, Nuala;;Novak, Boris A.;;Oravecz, Imre;;Ristović, Ana;;Roux, Paul de;;Sakelliou, Liana;;Schlag, Evelyn;;Sendecki, Marcin;;Sommer, Piotr;;Stojić, Mile;;Švarc, Elena Andreevna;;Świetlicki, Marcin;;Tafdrup, Pia;;Wiedemann, Adam;;Zhiti, Visar;;Szlosarek, Artur;;Aamodt, Bjørn;;Baldini, Raffaello;;Bănulescu, Daniel;;Brković, Balša;;Galaicu-Păun, Emilian;;Jelenković, Saša;;Johnsson, Arne;;Jökulsdóttir, Elísabet;;Karanović, Zvonko;;Keff, Bożena;;Kulavkova, Kata;;Langa, Liâna;;Lazić, Radmila;;Mifsud, Immanuel;;Pugh, Sheenagh;;Šalkevič, Viktar;;Sonnenberg, Ewa;;Stephanids̄, Stefanos;;Sugarev, Edvin;;Suska, Dariusz;;Tadić, Novica;;Takaczyszyn-Dycki, Eugeniusz;;Wandeler-Deck, Elisabeth;;et al.;;Miller, Wayne;;Prufer, Kevin	New European poets	NA	2008	Graywolf Press	St. Paul, MINN
623	Back, Frédéric;;Giono, Jean;;MacIver, Roderick	The man who planted trees	NA	2007	Heron Dance	Williston, VT
624	Gide, André	Prometheus illbound	Rothermere, Lilian	2007	Mondial	New York
625	France, Anatole	The gods are athirst	NA	2007	Mondial	New York
626	Goncourt, Edmond de;;Goncourt, Jules de	Germinie Lacerteux	Boyd, Ernest Augustus	2007	Mondial	New York
627	Friot, Bernard	The aspiring poet's journal : a year in poetry	Dineshjoo, Gita	2008	Abrams Books for Young Readers	New York
628	Zola, Émile	The fête at Coqueville : The Coqueville spree	Meyer, L. G.	2008	Mondial	New York
629	Gautier, Théophile	My fantoms : The adolescent ; The priest ; The painter ; The opium smoker ; The actor ; The tourist ; The poet	Holmes, Richard	2008	New York Review Books	New York
630	Frénaud, André	André Frénaud : selected poems (1938-1986)	Broome, Peter	2007	Edwin Mellen Press	Lewiston, N.B.
631	Dantec, Maurice G.	Cosmos incorporated	Kover, Tina A.	2008	Ballantine Books	New York
632	Thirlwell, Adam	The delighted states : a book of novels, romances, & their unknown translators, containing ten languages, set on four continents, & accompanied by maps, portraits, squiggles, illustrations, & a variety of helpful indexes	NA	2008	Farrar Straus Giroux	New York
633	Ramuz, Charles-Ferdinand	The young man from Savoy	Robinson, Blake	2008	Host Publications	Austin, TEX
634	Mansour, Joyce	Essential poems and writings of Joyce Mansour	Gavronsky, Serge	2008	Black Widow Press	Boston, MASS
635	Desarthe, Agnès	Chez moi	Hunter, Adriana	2008	Penguin	New York
636	Jouvet, Michel	The castle of dreams	Garey, Laurence	2008	Mit Press	Cambridge, MASS
637	Hugo, Victor	Les misérables	Rose, Julie	2008	Modern Library	New York
638	Marguerite d'Angoulême	Selected writings : a bilingual edition	Cholakian, Rouben Charles;;Skemp, Mary	2008	University of Chicago Press	Chicago, ILL
639	Toussaint, Jean-Philippe	Camera	Smith, Matthew B.	2008	Dalkey Archive Press	Champaign, ILL
640	Étienne, Marie	King of a hundred horsemen	Hacker, Marilyn	2008	Farrar Straus Giroux	New York
641	Baudelaire, Charles	Paris spleen and La Fanfarlo	MacKenzie, Raymond N.	2008	Hackett	Indianapolis, IND
642	Toussaint, Jean-Philippe	The bathroom	Amphoux, Nancy;;Angelis, Paul De	2008	Dalkey Archive Press	Champaign, ILL
643	Jean Renart	An English translation of Jean Renaut's Galeran de Bretagne, a thirteenth-century French romance	Beston, John	2008	Edwin Mellen Press	Lewiston, N.B.
644	Sebbar, Leïla	The Seine was red : Paris, October 1961	Mortimer, Mildred P.	2008	Indiana University Press	Bloomington, IND
645	Curiol, Céline	Voice over	Richard, Sam	2008	Seven Stories Press	New York
646	Izner, Claude	Murder on the Eiffel Tower	Reid, Isabel	2008	St. Martin's Minotaur	New York
647	Livia, Anna;;Rodarmor, William	France : a traveler's literary companion	NA	2008	Whereabouts Press	Berkeley, CALIF
648	Rémusat, Charles de	The Saint-Domingue plantation, or, The insurrection : a drama in five acts	Shapiro, Norman R.	2008	Louisiana State University Press	Baton Rouge, LA
649	Magnan, Pierre	The messengers of death : a mystery in Provence	Clancy, Patricia	2008	Thomas Dunne Books	New York
650	La Fontaine, Jean de	The complete fables of La Fontaine : a new translation in verse	Hill, Craig	2008	Arcade	New York
651	Maeterlinck, Maurice	Pelleas and Melisande	Landes, Sidney;;Hovey, Richard	2008	Players Press	Studio City, CALIF
652	Desvignes, Lucette	You again, Electra! : a five-act play	Curtis, Jerry L.	2008	Edwin Mellen Press	Lewiston, N.Y.
653	Hergé	Tintin and alph-art : Tintin's last adventure	NA	2007	Little, Brown	New York
654	Reza, Yasmina	Adam Haberberg	Strachan, Geoffrey	2008	Vintage International	New York
655	Rabearivelo, Jean-Joseph	Translated from the night	Ziller, Robert	2007	Lascaux Editions	Pittsburgh, PA
656	Némirovsky, Irène	David Golder;;The ball;;Snow in autumn;;The Courilof affair	Smith, Sandra	2008	Everyman's Library	New York
657	Halter, Marek	The wind of the Khazars	Bernard, Michael	2006	Toby Press	New Milford, CONN
658	Dubois, Jean-Paul	Vie française	Coverdale, Linda	2008	Vintage Books	New York
659	Desnos, Robert;;Caws, Mary Ann	Essential poems and writings of Robert Desnos	Caws, Mary Ann;;et al.	2007	Black Widow Press	Boston, MASS
660	Hergé	The adventures of Tintin, reporter for le petit Vingtième - in the land of the Soviets	Lonsdale-Cooper, Leslie;;Turner, Michael	2007	Little, Brown	New York
661	Sand, George	The Countess von Rudolstadt	Van Slyke, Gretchen Jane	2008	University of Pennsylvania Press	Philadelphia, PA
662	Zola, Émile	Thérèse Raquin	NA	2007	European Masterpieces	Newark, DEL
663	Verne, Jules	Seven novels (complete and unabridged) : Five weeks in a balloon ; A journey to the center of the earth ; From the earth to the moon ; Round the moon ; Twenty thousand leagues under the sea ; Around the world in eighty days ; The mysterious island	NA	2006	Barnes & Noble Books	New York
664	Zola, Émile	The soil : The earth	Vizetelly, Henry	2008	Mondial	New York
665	Zola, Émile	The mysteries of Marseille	Vizetelly, Edward	2008	Mondial	New York
666	Hugo, Victor	Ninety-three	NA	2008	Mondial	New York
667	Zola, Émile	Death : five short stories	NA	2008	Mondial	New York
668	Hugo, Victor	Bug-Jargal	NA	2008	Mondial	New York
