id	author	title	translator	year	publisher	pub_place
801	Glasheen, Anne-Marie	The key to our aborted dreams : five plays by contemporary Belgian women writers : Claire Lacombe / by Michèle Fabien -- Alma Mahler / by Françoise Lalande -- Tenants all / by Françoise Lison-Leroy and Colette Nys-Mazure -- The tatler / by Pascale Tison -- Charlotte / by Liliane Wouters.	Glasheen, Anne-Marie	1997	Lang	New York
802	Anissimov, Myriam	Primo Levi : the suicide of an optimist	NA	1997	Overlook Press	New York
803	Balzac, Honoré de	Colonel Chabert	Cosman, Carol	1997	New Directions	New York
804	Tournier, Michel	The four wise men	Manheim, Ralph	1997	Johns Hopkins University Press	Baltimore, MD
805	Jacq, Christian	The son of light	Feeney, Mary	1997	Warner Books	New York
806	Deleuze, Gilles	Essays critical and clinical	Greco, Michael A.;;Smith, Daniel W.	1997	University of Minnesota Press	Minneapolis, MINN
807	Kristof, Agota	The notebook ; The proof ; The third lie : three novels	Sheridan, Alan;;et al.	1997	Grove Press	New York
808	Japrisot, Sébastien	One deadly summer	Sheridan, Alan	1997	Plume	New York
809	Dena, Anaël	Letters	NA	1997	Gareth Stevens	Milwaukee, WIS
810	Japrisot, Sébastien	Trap for Cinderella	Weaver, Helen	1997	Plume	New York
811	Simpson, Louis Aston Marantz	Modern poets of France : a bilingual anthology	NA	1997	Story Line Press	Brownsville OR
812	Sand, George	Mauprat	Raphael, Sylvia	1997	Oxford University Press	New York
813	Bertrand, Philippe;;Brami, Elisabeth	Little moments of happiness	Childs, Alexandra	1997	Stewart Tabori and Chang	New York
814	Proust, Marcel	Marcel Proust on art and literature, 1896-1919	Warner, Sylvia Townsend	1997	Carroll & Graf	New York
815	Balzac, Honoré de	The lily of the valley	Hill, Lucienne	1997	Carroll & Graf	New York
816	Proust, Marcel	Pleasures and regrets	Varèse, Louise	1997	Ecco Press	Hopewell, N.J.
817	Berthelot, Anne	King Arthur and the knights of the Round Table	NA	1997	Harry N. Abrams	New York
818	Michon, Pierre	Masters and servants	Mason, Wyatt Alexander	1997	Mercury House	San Francisco, CALIF
819	Verne, Jules	Twenty thousand leagues under the sea	NA	1997	G. K. Hall	Thorndike, ME
820	Daumal, René	René Daumal's Mugle ; and, The silk	Powrie, Phil	1997	Edwin Mellen Press	Lewiston, N.Y.
821	Butor, Michel	The spirit of Mediterranean places	Davis, Lydia	1997	Marlboro Press	Evanston, ILL
822	Assouline, Pierre	Simenon : a biography	NA	1997	Alfred A. Knopf	New York
823	Calame, Claude	Choruses of young women in ancient Greece : their morphology, religious role, and social function	Collins, Derek;;Orion, Janice	1997	Rowman and Littlefield	Lanham, MD
824	Huston, Nancy	Instruments of darkness	NA	1997	Little, Brown	Boston, MASS
825	Pop, Vetuţa	Poeme = Poèmes	NA	1995	Cartea Aromână	Fayetteville, N.Y.
826	Dedieu, Thierry	The boy who ate words	Harris, Julie;;et al.	1997	Harry N. Abrams	New York
827	Coelho, Alain;;Lhomeau, Franck	Marcel Proust, remembrance of publishers past	Destrée, Sabine	1998	Arcade	New York
828	Badian, Seydou	Caught in the storm	Noiset, Marie-Thérèse	1998	Lynne Rienner	Boulder, COLO
829	Bowden, Betsy;;Wadsworth, James B.	The comedy of Eros : medieval French guides to the art of love (Ovid's "On the art--" / Maître Elie -- The key to love / Anonymous -- The art of love / Guiart -- On courtesy / Anonymous -- Advice to ladies / Robert de Blois -- "On the rules of love" from The book of love / Drouart La Vache -- Advice on love / Richard de Fournival.)	Shapiro, Norman R.	1997	University of Illinois Press	Urbana, ILL
830	Lestringant, Frank.	Cannibals : the discovery and representation of the cannibal from Columbus to Jules Verne	Morris, Rosemary	1997	University of California Press	Berkeley, CALIF
831	Japrisot, Sébastien	The lady in the car with glasses and a gun	Weaver, Helen	1997	Plume	New York
832	La Fontaine, Jean de	Fifty more fables of La Fontaine	Shapiro, Norman R.	1998	University of Illinois Press	Urbana, ILL
833	Genette, Gérard	Palimpsests : literature in the second degree	Doubinsky, Claude;;Newman, Channa	1997	University of Nebraska Press	Lincoln, NEBR
834	Sarraute, Nathalie	Here : a novel	Wright, Barbara	1997	George Braziller	New York
835	Ozouf, Mona	Women's words : essay on French singularity	Todd, Jane Marie	1997	University of Chicago Press	Chicago, ILL
836	Cerquiglini-Toulet, Jacqueline	The color of melancholy : the uses of books in the fourteenth century	Cochrane, Lydia G.	1997	Johns Hopkins University Press	Baltimore, MD
837	Douzou, Olivier	Wolf	NA	1997	Chronicle Books	San Francisco, CALIF
838	Condé, Maryse	The last of the African kings	Philcox, Richard	1997	University of Nebraska Press	Lincoln, NEBR
839	Fabien, Michèle;;et al.	The key to our aborted dreams : five plays by contemporary Belgian women writers (Claire Lacombe / by Michèle Fabien -- Alma Mahler / by Françoise Lalande -- Tenants all / by Françoise Lison-Leroy and Colette Nys-Mazure -- The telltale / by Pascale Tison -- Charlotte / by Liliane Wouters)	Glasheen, Anne-Marie	1998	Lang	New York
840	Rousseau, Jean-Jacques	Julie, or, The new Heloise: letters of two lovers who live in a small town at the foot of the Alps	Stewart, Philip;;Vaché, Jean	1997	Dartmouth College	Hanover, N.H.
841	Rolin, Dominique	The garden of delights	Nagem, Monique F.	1998	Lang	New York
842	Ionesco, Eugène	Present past, past present : a personal memoir	Lane, Helen R.	1998	Da Capo Press	New York
843	Capécia, Mayotte	I am a Martinican woman ; & The white negress : two novelettes	Clark, Beatrice Stith	1997	Passeggiata Press	Pueblo Colo.
844	Marin, Louis	Cross-readings	Todd, Jane Marie	1998	Humanities Press	Atlantic Highlands, N.J.
845	Jouve, Pierre Jean	Hecate	Davis, Lydia	1997	Marlboro Press	Evanston, ILL
846	Jouve, Pierre Jean	Vagadu	Davis, Lydia	1997	Marlboro Press	Evanston, ILL
847	Chamoiseau, Patrick	Solibo Magnificent (Martinique)	Rejouis, Rose-Myriam;;Vinokurov, Val	1997	Pantheon Books	New York
848	Tournier, Michel	Gemini	Carter, Anne	1998	Johns Hopkins University Press	Baltimore, MD
849	Balzac, Honoré de;;Brooks, Peter	Père Goriot : a new translation : responses, contemporaries and other novelists, twentieth-century criticism	Raffel, Burton	1998	W.W. Norton	New York
850	La Baume, Cécile de	Crush : an erotic novel	Desfleurs, Ramona	1997	Grove Press	New York
851	Mokeddem, Malika	The forbidden woman = L'interdite	Marcus, K. Melissa	1998	University of Nebraska Press	Lincoln, NEBR
852	Céline, Louis-Ferdinand	Rigadoon (The third of a trilogy, the title of the first being Castle to Castle, and that of the second North)	Manheim, Ralph	1997	Dalkey Archive Press	Normal, ILL
853	Tournier, Michel	The mirror of ideas	Krell, Jonathan F.	1998	University of Nebraska Press	Lincoln, NEBR
854	Nothomb, Amélie	The stranger next door : a novel (originally published as Les catilinaires)	Volk, Carol	1998	Henry Holt	New York
855	Davenier, Christine	Leon and Albertine	Barth, Dominic	1998	Orchard Books	New York
856	Labro, Philippe	Dark tunnel, white light : my journey to death and beyond	Coverdale, Linda	1997	Kodansha International	New York
857	Desquiron, Lilas	Reflections of Loko Miwa	Bodkin, Robin Orr	1998	University Press of Virginia	Charlottesville, VA
858	Rachilde;;Gounaridou, Kiki;;Lively, Frazer	Madame La Mort and other plays	NA	1998	Johns Hopkins University Press	Baltimore, MD
859	Gille, Elisabeth	Shadows of a childhood : a novel of war and friendship	Coverdale, Linda	1998	New Press	New York
860	Doueihi, Milad	A perverse history of the human heart	NA	1997	Harvard University Press	Cambridge, MASS
861	Bénabou, Marcel	Jacob, Menahem, and Mimoun : a family epic = Jacob, Ménahem et Mimoun : une épopée familiale	Rendall, Steven	1998	University of Nebraska Press	Lincoln, NEBR
862	Kristeva, Julia	Possessions : a novel	Bray, Barbara	1998	Columbia University Press	New York
863	Mercier, Françoise	Quick check French	NA	1998	Barron's	Hauppauge, N.Y.
864	Zink, Michel	The enchantment of the Middle Ages	Todd, Jane Marie	1998	Johns Hopkins University Press	Baltimore, MD
865	Baudelaire, Charles	Selected poems from Les fleurs du mal : a bilingual edition	Shapiro, Norman R.	1998	University of Chicago Press	Chicago, ILL
866	Bataille, Christophe	The hourmaster	Howard, Richard	1998	New Directions	New York
867	Carrère, Emmanuel	Two by Carrère : Class trip, The mustache	Coverdale, Linda;;Goodman, Lanie	1998	Henry Holt	New York
868	Bove, Emmanuel	A winter's journal	Favre-Gilly, Nathalie	1998	Marlboro Press	Evanston, ILL
869	Jacq, Christian	The eternal temple	Feeney, Mary	1996	Warner Books	New York
870	Crommelynck, Fernand;;Piette, Alain	The theater of Fernand Crommelynck : eight plays	Cardullo, Bert	1998	Susquehanna University Press	Selinsgrove, PA
871	Tlili, Mustapha	Lion Mountain	Coverdale, Linda	1998	Lynne Rienner	Boulder, COLO
872	Valéry, Paul	Sea shells	Manheim, Ralph	1998	Beacon Press	Boston, MASS
873	Dedieu, Thierry	Hunting for fur: the adventures of Panda and Koala	NA	1998	Bantam Doubleday	New York
874	Rimbaud, Arthur	A season in hell	Schmidt, Paul	1997	Little, Brown	Boston, MASS
875	Baudelaire, Charles	Invitation to the voyage : a poem from The flowers of evil, 1854	Cosman, Carol;;Wilbur, Richard	1997	Little, Brown	Boston, MASS
876	Bauchau, Henry	Oedipus on the road : a novel	Glasheen, Anne-Marie	1994	Arcade	New York
877	Merton, Thomas James;;Anvil Press (Lexington, Ky.);;Victor Hammer Collection (Library of Congress). DLC	Thomas Merton's Four poems in French	Pickens, Rupert E.	1996	Anvil	Lexington, KY
878	Grellet, Gilbert;;Guilbaud, Hervé	Wind of death	Biggar, Joanna	1990	Bergh Pub.	New York
879	Jacq, Christian	The battle of Kadesh	Feeney, Mary	1998	Warner Books	New York
880	Jacq, Christian	The lady of Abu Simbel	Feeney, Mary	1998	Warner Books	New York
881	Leroux, Gaston	The phantom of the Opera	Bair, Lowell	1998	Bantam Doubleday	New York
882	Cixous, Hélène	First days of the year	MacGillivray, Catherine A. F.	1998	University of Minnesota Press	Minneapolis, MINN
883	Drieu la Rochelle, Pierre	Will o' the wisp : a novel	Robinson, Martin	1998	M. Boyars	New York
884	Ponge, Francis	Soap	Dunlop, Laine	1998	Stanford University Press	Stanford, CALIF
885	Bataille, Georges	The collected poems of Georges Bataille	Spitzer, Mark	1998	Dufour Editions	Chester Springs, PA
886	Mabille, Pierre	Mirror of the marvelous : the classic surrealist work on myth	Gladding, Jody	1998	Inner Traditions	Rochester, VT
887	Bâ, Amadou Hampaté	The fortunes of Wangrin : the life and times of an African confidence man	Taylor, Aina Pavolini	1998	Indiana University Press	Bloomington, IND
888	Calvino, Italo	The path to the spiders' nests	Colquhoun, Archibald;;McLaughlin, M. L.	1998	Ecco Press	Hopewell, N.J.
889	Blanchot, Maurice	Death sentence	Davis, Lydia	1998	Barrytown Ltd.	Barrytown N. Y.
890	Duras, Marguerite	Writing	Polizzotti, Mark	1998	Lumen Edtions	Cambridge, MASS
891	Makine, Andreï	Once upon the River Love	Strachan, Geoffrey	1998	Arcade	New York
892	Maalouf, Amin	The gardens of light	NA	1998	Interlink Books	New York
893	Camus, Albert	Notebooks, 1935-1951	O'Brien, Justin;;Thody, Philip Malcolm Waller	1998	Marlowe & Co.	New York
894	Beaumarchais, Pierre Augustin Caron de	The barber of Seville	Sahlins, Bernard	1998	I.R. Dee	Chicago, ILL
895	Dumas, Alexandre	The Count of Monte Cristo	NA	1998	Regnery	Washington, D.C.
896	Dumas, Alexandre	The man in the iron mask	NA	1998	Regnery	Washington, D.C.
897	Chen, Ying	Ingratitude	Volk, Carol	1998	Farrar Straus Giroux	New York
898	Beckett, Samuel	Molloy ; Malone dies ; The unnamable	NA	1997	Alfred A. Knopf	New York
899	Derrida, Jacques	Of grammatology	Spivak, Gayatri Chakravorty	1998	Johns Hopkins University Press	Baltimore, MD
900	Okantah, Mwatabu	Cheikh Anta Diop : poem for the living : a poem	NA	1997	Black History Museum UMUM/LOH Pub.	Philadelphia, PA
901	Hugo, Victor	Les misérables	Wilbour, Charles Edwin	1997	Alfred A. Knopf	New York
902	Camus, Albert	Notebooks	O'Brien, Justin;;Thody, Philip Malcolm Waller	1996	Marlowe & Co.	New York
903	Balzac, Honoré de	Cousin Bette : part one of Poor relations	Crawford, Marion Ayton	1998	Penguin	New York
904	Camus, Albert	American journals	Levick, Hugh	1995	Marlowe & Co.	New York
905	Madame de Villedieu	The disorders of love	Flannigan, Arthur	1995	Summa Publications	Birmingham, ALA
906	Denny, Norman;;Tournier, Michel	Friday	NA	1997	Johns Hopkins University Press	Baltimore, MD
907	Labé, Louise	Debate of folly and love : a new English translation with the original French text	Bourbon, Anne-Marie	1999	Lang	New York
908	Maupassant, Guy de	The dark side : tales of terror and the supernatural	Kellett, Arnold	1997	Carroll & Graf	New York
909	Carrier, Roch	The basketball player	Fischman, Sheila	1996	Tundra Books of Northern New York	Plattsburgh, N.Y.
910	Duquennoy, Jacques	The ghosts' trip to Loch Ness	Nanovic, Kathryn	1996	Harcourt Brace	San Diego, CALIF
911	Makine, Andreï	Dreams of my Russian summers	Strachan, Geoffrey	1997	Arcade	New York
912	Pommier, Sophie.	Muhammad's night journey	NA	1998	Creative Education	Mankato, MINN
913	Clément, Frédéric	The merchants of marvels and the peddler of dreams	Cole, Emma	1997	Chronicle Books	San Francisco, CALIF
914	Werber, Bernard	Empire of the ants	Rocques, Margaret	1998	Bantam Books	New York
915	Constant, Paule	The governor's daughter	Wing, Betsy	1998	University of Nebraska Press	Lincoln, NEBR
916	Kundera, Milan	Identity	Asher, Linda	1998	Harper Flamingo	New York
917	Duquennoy, Jacques	The ghosts in the cellar	NA	1998	Harcourt Brace	San Diego, CALIF
918	Bassède, Francine	George's store at the shore	NA	1998	Orchard Books	New York
919	Connell, Kim	The Belgian school of the bizarre : an anthology of short stories	NA	1998	Fairleigh Dickinson University Press	Madison, N.J.
920	Wiesel, Elie	The fifth son	Wiesel, Marion	1998	Schocken Books	New York
921	Sade, Donatien Alphonse François de	Letters from prison	Seaver, Richard	1998	Arcade	New York
922	Dutourd, Jean	A dog's head	Chancellor, Robin	1998	University of Chicago Press	Chicago, ILL
923	Herbst, Judith	Festival of seasons	NA	1995	Barron's Educational Series	Hauppauge, N.Y.
924	Derrida, Jacques	Monolingualism of the other, or, The prosthesis of origin	Mensah, Patrick	1998	Stanford University Press	Stanford, CALIF
925	Chraïbi, Driss	Muhammad	Benabid, Nadia	1998	Lynne Rienner	Boulder, COLO
926	Jest, Corneille	Tales of the turquoise : a pilgrimage in Dolpo	Stein, Margaret	1998	Snow Lion Publications	Ithaca, N.Y.
927	Morgenstern, Susie	Secret letters from 0 to 10	Rosner, Gill	1998	Viking	New York
928	Sand, George;;Wersba, Barbara	The wings of courage	NA	1998	Braziller	New York
929	Choderlos de Laclos, Pierre Ambroise François	Les liaisons dangereuses	Dowson, Ernest Christopher	1998	Doubleday	New York
930	Gould, Stephen Jay;;et al.;;Arent Safir, Margery	Melancholies of knowledge : literature in the age of science	NA	1999	State University of New York Press	Albany, N.Y.
931	Francia, Silvia	Roberta's vacation	NA	1998	Kane/Miller Book Publishers	Brooklyn, N.Y.
932	Gournay, Marie Le Jars de	Preface to the Essays of Michel de Montaigne	Hillman, Richard;;Quesnel, Colette;;Rigolot, François	1998	Medieval & Renaissance Texts & Studies	Tempe, ARIZ
933	Richard, Claude	American letters	Mastrangelo Bové, Carol	1998	University of Pennsylvania Press	Philadelphia, PA
934	Staël-Holstein, Anne Louise Germaine de	Corinne, or, Italy	Raphael, Sylvia	1998	Oxford University Press	New York
935	Dumas, Alexandre	The three musketeers	Bair, Lowell	1998	W. Morrow	New York
936	Masurel, Claire	Christmas is coming	NA	1998	Chronicle Books	San Francisco, CALIF
937	Chimo	Lila says	NA	1999	Scribner	New York
938	Dedieu, Thierry	Out for good : the adventures of Panda and Koala	NA	1999	Doubleday	New York
939	Boysson-Bardies, Bénédicte de	How language comes to children : from birth to two years	DeBevoise, M. B.	1999	Mit Press	Cambridge, MASS
940	Brooks, Phyllis;;Guy, Basil	That infernal affair	Loy, John Robert	1999	Lang	New York
941	Sand, George	The marquise ;  Pauline	Charron, Sylvie;;Husemen, Sue	1998	Academy Chicago Publishers	Chicago, ILL
942	Pavie, Théodore;;Klier, Betje Black	Tales of the Sabine borderlands : early Louisiana and Texas fiction  : The myth of Sabine -- Introduction -- 1. Le nègre (translated by Philip Stewart) -- 2. Le lazo  (translated by Betje Black Klier) -- 3. La peau d'ours (translated by Betje Black Klier and Anne C. Marsh) -- 4. El cachupin (translated by Alexandra K. Wettlaufer)   -- Notes.	Wettlaufer, Alexandra K.;;et al.	1998	Texas A & M University Press	College Station, TEX
943	Zink, Michel	The invention of literary subjectivity	Sices, Davis	1999	Johns Hopkins University Press	Baltimore, MD
944	Calaferte, Louis	The way it works with women	Harrison, Sarah	1998	Marlboro Press	Evanston, ILL
945	Verne, Jules	Journey to the centre of the earth	Baldick, Robert	1998	G. K. Hall	Thorndike, ME
946	Blanchot, Maurice	The Station Hill Blanchot reader: fiction & literary essays	Auster, Paul;;Davis, Lydia;;Lamberton, Robert	1999	Station Hill/Barrytown Ltd.	Barrytown N.Y.
947	Molière	Tartuffe;;The Bourgeois gentleman	Appelbaum, Stanley	1998	Dover Publications	Mineola, N.Y.
948	Chamoiseau, Patrick	Childhood	Volk, Carol	1999	University of Nebraska Press	Lincoln, NEBR
949	Verlaine, Paul	One hundred and one poems by Paul Verlaine	Shapiro, Norman R.	1999	University of Chicago Press	Chicago, ILL
950	Alcántara, Ricardo	Dog and cat	Uhlig, Elizabeth	1999	Millbrook Press	Brookfield, CONN
951	Jacq, Christian	Under the western acacia	Feeney, Mary	1999	Warner Books	New York
952	Perec, Georges	53 days	Bellos, David	1999	David R. Godine	Boston, MASS
953	Lacoue-Labarthe, Philippe	Poetry as experience	Tarnowski, Andrea	1999	Stanford University Press	Stanford, CALIF
954	Perrault, Charles	Cinderella: a fairy tale	NA	1999	Abbeville Kids	New York
955	Bernanos, Georges	The impostor	Whitehouse, J. C.	1999	University of Nebraska Press	Lincoln, NEBR
956	Stendhal	The charterhouse of Parma	Howard, Richard	1999	Modern Library	New York
957	Allouache, Merzak	Bab el-Oued	Brewer, Angela M.	1998	Lynne Rienner	Boulder, COLO
958	Trocmé, André	Angels and donkeys: tales for Christmas and other times	Trocmé Hewett, Nelly	1998	Good Books	Intercourse, PA
959	Bénichou, Paul	The consecration of the writer, 1750-1830	Jensen, Mark K.	1999	University of Nebraska Press	Lincoln, NEBR
960	Dupont, Florence	The invention of literature: from Greek intoxication to the Latin book	Lloyd, Janet	1999	Johns Hopkins University Press	Baltimore, MD
961	Glissant, Edouard	Black salt: poems	Wing, Betsy	1998	University of Michigan Press	Ann Arbor, MICH
962	Oauknin, Marc-Alain	The mysteries of the alphabet: the origins of writing	Bacon, Josephine	1999	Abbeville Press	New York
963	Cerquiglini, Bernard	In praise of the variant: a critical history of philology	Wing, Betsy	1999	Johns Hopkins University Press	Baltimore, MD
964	Privitera, Joseph Frederic	Faustus in love, and other poems in English and other tongues	NA	1999	Edwin Mellen Press	Lewiston, N.Y.
965	Wiesel, Elie	The testament	Wiesel, Marion	1999	Schocken Books	New York
966	Dumas, Alexandre	The Count of Monte Cristo	NA	1998	Regnery	Washington, D.C.
967	Dumas, Alexandre	The three musketeers	NA	1998	Regnery	Washington, D.C.
968	Dumas, Alexandre	The man in the iron mask	NA	1998	Regnery Pub.	Washington, D.C.
969	Crozon, Alain;;Lanchais, Aurelie	I can roll, what am I?	NA	1999	Chronicle Books	San Francisco, CALIF
970	Crozon, Alain;;Lanchais, Aurelie	I can fly, what am I?	NA	1999	Chronicle Books	San Francisco, CALIF
971	Balzac, Honoré de	The unknown masterpiece and other stories: An episode during the Terror; Facino Cane; A passion in the desert; The revolutionary conscript	NA	1999	Dover Publications	Mineola, N.Y.
972	Gallaz, Christophe	The wolf who loved music	NA	1999	Creative Editions	Mankato, MINN
973	Cossé, Laurence;;Asher, Linda	A corner of the veil	NA	1999	Scribner	New York
974	Bataille, Christophe	Absinthe	Howard, Richard	1999	Marlboro Press;;Northwestern University Press	Evanston, ILL;;Evanston, ILL
975	Brouillard, Anne	The bathtub prima donna	NA	1999	Abrams	New York
976	Darrieussecq, Marie	My phantom husband	Allen, Esther	1999	New Press	New York
977	Markale, Jean	The grail: the Celtic origins of the sacred icon	NA	1999	Inner Traditions	Rochester, VT
978	Sulivan, Jean	Eternity, my beloved	Riordan, Francis Ellen	1998	River Boat Books	St. Paul, MINN
979	Fiechter, Jean-Jacques	A masterpiece of revenge	NA	1998	Arcade	New York
980	Tibo, Gilles	Simon's disguise	Fischman, Sheila	1999	Tundra Books	Plattsburgh, N.Y.
981	Voltaire	Candide	Gordon, Daniel	1999	Bedford/St. Martin's	Boston, MASS
982	Lambert, Pierre	Pinocchio	Herman, Jeanine	1995	Hyperion	New York
983	Berlitz Publishing Company	French picture dictionary	NA	1997	Berlitz	Princeton, N.J.
984	Derrida, Jacques;;Wolfreys, Julian	The Derrida reader: writing performances	NA	1998	University of Nebraska Press	Lincoln, NEBR
985	Dunan, Renée;;Valotaire, Marcel	The two of us: forbidden tales of the French erotique	Grant, Zalin	1999	Pythia Press	Reston, VA
986	Godard, Alex	Idora	MacKenna, Laura	1999	Kane/Miller Book Publishers	Brooklyn, N.Y.
987	Calaferte, Louis	C'est la guerre	Wainhouse, Austryn	1999	Northwestern University Press	Evanston, ILL
988	Bove, Emmanuel	A man who knows	Louth, Janet	1999	Marlboro Press	Evanston, ILL
989	Hénaff, Marcel	Sade, the invention of the libertine body	Callahan, Xavier	1999	University of Minnesota Press	Minneapolis, MINN
990	Huston, Nancy	The mark of the angel	NA	1999	Steerforth Press	South Royalton, VT
1000	Benoit-Dusausoy, Annick;;Fontaine, Guy	History of European literature	NA	1999	Routledge	New York
991	Breton, André	Break of day	Caws, Mary Ann;;Polizzotti, Mark	1999	University of Nebraska Press	Lincoln, NEBR
992	Hollier, Denis;;Mehlman, Jeffrey	Literary debate: text and context	Goldhammer, Arthur;;et al.	1999	New Press	New York
993	Champetier, Joël	The dragon's eye	Trudel, Jean-Louis	1999	Tor	New York
994	Chen, Ying	Ingratitude	Volk, Carol	1999	University of California Press	Berkeley, CALIF
995	Lehmann, Christian	Ultimate game	Rodarmor, William	1999	David R. Godine	Boston, MASS
996	Michel, Jean-Claude	The black surrealists	NA	1999	Lang	New York
997	Delerm, Philippe	We could almost eat outside: an appreciation of life's small pleasures	NA	1999	St. Martin's Press	New York
998	Bertrand, Philippe;;Brami, Elisabeth	Sweet dreams;;Scary monsters	NA	1999	Stewart Tabori and Chang	New York
999	Bertrand, Philippe;;Brami, Elisabeth	Sweet treats; Nasty eats	MacGowan, Siobhán	1999	Stewart Tabori and Chang	New York
1001	Arnoult, Thierry;;Orsenna, Erik	History of the world in nine guitars	Smith, Julia Shirek	1999	Welcome Rain	New York
1002	Dumas, Alexandre	The three musketeers	Le Clercq, Jacques Georges Clemenceau	1999	Modern Library	New York
1003	Giono, Jean	The man who planted trees	NA	1999	Chelsea Green	White River Junction, VT
1004	Harpman, Jacqueline	Orlanda	Schwartz, Ros	1996	Seven Stories Press	New York
1005	Djébar, Assia	So vast the prison	Wing, Betsy	1999	Seven Stories Press	New York
1006	Ernaux, Annie	I remain in darkness	Leslie, Tanya	1999	Seven Stories Press	New York
1007	Huston, Nancy	The mark of the angel	NA	1999	Beeler	Hampton Falls, N.H.
1008	Aubert, Brigitte	Death from the woods	Koral, David L.	2000	Welcome Rain	New York
1009	Lucescu Boutcher, Arta	Rediscovering Benjamin Fondane	NA	2001	Lang	New York
1010	Hocquard, Emmanuel	Codicil ; & Plan for pond 4 : two works	DiPalma, Ray;;Valéry, Juliette	1999	Post-Apollo Press	Sausalito, CALIF
1011	Mouton, Jean	Le regard d'Hermann = Hermann's gaze	Lyon-Fuchs, Ruth	1998	Éditions de l'Étoile;;Starbooks	Seattle, WASH;;Charlotte, N.C.
1012	Biró, Yvette;;Ripeau, Marie-Geneviève	To dress a nude : exercises in imagination	Volk, Carol	1998	Kendall/Hunt Publishing Company	Dubuque, IA
1013	Bourequat, Ali-Auguste	In the Moroccan king's secret gardens	NA	1998	Morris Publishing	Kearney, NEBR
1014	Ardalan, Haydé	Milton's Christmas	NA	2000	Chronicle Books	San Francisco, CALIF
1015	Verne, Jules	From the earth to the moon	NA	2000	LRS	Los Angeles, CALIF
1016	Chevillard, Éric	On the ceiling	Stump, Jordan	2000	University of Nebraska Press	Lincoln, NEBR
1017	Tadié, Jean-Yves	Marcel Proust	Cameron, Euan	2000	Viking	New York
1018	Molière	The bourgeois gentleman	Sahlins, Bernard	2000	I.R. Dee	Chicago, ILL
1019	Ben Jelloun, Tahar	The sand child	Sheridan, Alan	2000	Johns Hopkins University Press	Baltimore, MD
1020	Sade, Donatien Alphonse François de	The mystified magistrate and other tales	Seaver, Richard	2000	Arcade	New York
1021	Verne, Jules	20,000 leagues under the sea	Bonner, Anthony	2000	Harper Collins Publishers	New York
1022	Glissant, Edouard	Faulkner, Mississippi	Lewis, Barbara;;Spear, Thomas c.	1999	University of Chicago Press	Chicago, ILL
1023	Markale, Jean	The epics of Celtic Ireland : ancient tales of mystery and magic	Gladding, Jody	2000	Inner Traditions	Rochester, VT
1024	Otte, Jean-Pierre	Love in the garden	Black, Moishe;;Green, Maria	2000	G. Braziller	New York
1025	Wiesel, Elie	And the sea is never full : memoirs, 1969-	Wiesel, Marion	2000	Schocken Books	New York
1026	Got, Yves	Sam's first word book	NA	1999	Chronicle Books	San Francisco, CALIF
1027	Stendhal	The charterhouse of Parma	Howard, Richard	2000	Modern Library	New York
1028	Houellebecq, Michel	The elementary particles	Wynne, Frank	2000	Alfred A. Knopf	New York
1029	Voltaire	Candide and related texts	Wootton, David	2000	Hackett	Indianapolis, IND
1030	Lapierre, Alexandra	Artemisia : a novel	Heron, Liz	2000	Grove Press	New York
1031	Huston, Nancy	The mark of the angel	NA	1999	Vintage International	New York
1032	Nothomb, Amélie	Loving sabotage	Wilson, Andrew	2000	New Directions	New York
1033	Fourcade, Dominique	Everything happens	Doris, Stacy	2000	Post-Apollo Press	Sausalito, CALIF
1034	Desnos, Robert	The circle and the star : selected poems of Robert Desnos	Sanders, Todd	2000	Air and Nothingness Press	Pittsburgh, PA
1035	Queneau, Raymond	Saint Glinglin	Sallis, James	2000	Dalkey Archive Press	Normal, ILL
1036	Ollier, Claude	La mise en scène	Di Bernardi, Dominic	2000	Dalkey Archive Press	Normal, ILL
1037	Balzac, Honoré de	The girl with the golden eyes	Cosman, Carol	1998	Carroll & Graf	New York
1038	Flores, Angel	The Anchor anthology of French poetry : from Nerval to Valéry, in English translation	NA	2000	Anchor Books	New York
1039	Dumas, Alexandre	The man in the iron mask : being the completion of The three guardsmen, Twenty years after, The Vicomte de Bragelonne, Ten years later, and Louise de la Valliere : known as The D'Artagnan romances	NA	2000	Trident Press International	s. l.
1040	Jacq, Christian	Nefer the silent	NA	2000	Pocket Books	New York
1041	Rousseau, Jean-Jacques;;Coleman, Patrick	Confessions	Scholar, Angela	2000	Oxford University Press	New York
1042	Lévy, Marc	If only it were true	NA	2000	Pocket Books	New York
1043	Green, Julien	Restless youth : 1922-1929	Cameron, Euan	1996	Marion Boyars	New York
1044	Voltaire	Candide	NA	1997	Transaction Publishers	New Brunswick, N.J.
1045	Balzac, Honoré de;;Brooks, Peter	Père Goriot : a new translation : responses, contemporaries and other novelists, twentieth-century criticism	Raffel, Burton	1998	W.W. Norton	New York
1046	Rouaud, Jean	The world more or less	Wright, Barbara	1998	Arcade	New York
1047	Gainsbourg, Serge	Evguénie Sokolov: a parabolic tale	Weightman, Doreen;;Weightman, John	1998	Tam Tam Books	Los Angeles, CALIF
1048	Grenier, Roger	Another November	Kaplan, Alice Yaeger	1998	University of Nebraska Press	Lincoln, NEBR
